national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
0,12.0,0,8,12,18,3,6,10,14,0,0,0,0.66,0.69,0,0,0,0,1,0,1
12,4.0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,1,0,0,1,0,0
0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.35,0,0,0,0,1,0,1
118,8.0,3,305,525,789,73,266,489,707,85,0,0,0.98,0.98,0,0,0,1,1,0,0
141,2.0,17,153,281,473,46,151,263,417,54,0,0,0.95,0.96,0,0,0,0,1,0,0
46,2.0,0,0,0,15,12,22,42,47,2,0,0,0.94,0.9,0,0,0,0,1,0,0
1884,8.0,4020,6870,10614,14982,2361,10465,17371,25100,5774,0,0,0.84,0.76,4,0,0,0,1,0,0
1,9.0,0,0,0,1,0,0,1,1,0,0,0,0.87,0.72,0,0,0,0,1,0,0
10,12.0,0,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
1060,15.0,0,500,500,1000,0,36,50,52,4,0,0,0.9,0.91,0,0,0,0,1,0,0
2,8.0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.82,0,0,0,1,1,0,0
29,2.0,0,0,0,18,5,11,15,22,2,0,0,0.96,0.95,0,1,0,0,1,0,0
3384,2.0,27,0,0,0,98,327,702,1168,130,0,0,1.0,0.73,0,0,0,0,1,0,0
61,2.0,0,0,0,0,0,0,0,1,0,0,0,0.99,0.99,0,0,0,0,1,0,0
2,8.0,0,1,1,1,5,8,11,24,0,0,0,0.86,0.88,0,0,0,0,1,0,1
3,14.0,0,0,0,0,0,0,0,0,2,0,0,0.99,0.99,0,0,0,1,1,0,0
109,14.0,0,0,0,0,6,11,37,50,19,0,0,0.68,0.69,0,0,0,0,1,0,0
1,8.0,0,10,20,25,6,13,15,21,0,0,0,0.84,0.77,0,0,0,0,1,0,1
1726,8.0,0,8783,15883,20686,11,43,95,139,21,0,4808,0.26,0.34,0,0,0,1,1,0,0
32,2.0,0,20,40,40,17,29,38,69,4,0,0,1.0,0.99,0,0,0,0,1,0,0
3,9.0,3,18,26,42,4,7,14,16,2,0,0,0.99,0.98,0,0,0,0,1,0,0
12,12.0,0,28,42,70,15,34,52,72,11,0,0,0.78,0.78,0,0,0,0,1,0,1
127,2.0,96,32,112,184,24,120,192,256,0,0,32,0.38,0.47,0,0,0,0,1,0,0
94,8.0,4,370,505,595,89,200,350,572,111,0,10,0.58,0.47,0,0,0,0,1,0,1
64,8.0,0,0,0,0,0,0,1,1,0,0,0,0.97,0.95,0,0,0,1,1,0,0
17,12.0,0,0,0,0,0,0,2,3,1,0,0,0.62,0.73,0,0,0,0,1,0,0
1,2.0,8,8,32,56,5,16,30,46,1,0,0,0.69,0.69,0,0,0,0,1,0,0
10,8.0,0,11,26,39,6,16,33,54,0,0,0,0.98,0.98,0,0,0,0,1,0,0
238,2.0,0,0,0,0,1,12,42,52,0,0,0,0.88,0.9,0,0,0,0,1,0,0
0,2.0,0,0,0,0,0,0,0,0,1,0,0,0.97,0.98,0,1,0,0,1,0,0
4,8.0,2,248,385,512,37,132,295,435,37,0,14,0.73,0.73,4,0,0,1,1,0,1
20,12.0,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
0,8.0,0,47,73,99,3,21,33,58,6,0,1,0.02,0.12,0,0,0,1,1,0,1
1,2.0,0,19,19,29,2,9,18,24,5,0,0,0.05,0.41,0,0,0,0,1,0,1
11,0.0,0,0,0,0,0,0,1,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0
0,3.0,0,280,457,470,0,0,1,1,63,0,0,0.92,0.96,0,0,0,0,1,0,1
4,8.0,0,15,30,30,5,13,25,48,4,0,0,0.0,0.2,0,0,0,0,1,0,1
43,3.0,0,0,0,0,0,0,1,2,0,0,0,0.98,0.99,0,0,0,0,1,0,0
4,8.0,0,10,22,34,8,16,36,50,2,0,0,0.82,0.87,0,0,0,0,1,0,0
2,9.0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.84,0,0,0,0,1,0,0
272,8.0,292,2000,3344,4576,539,1565,3042,4577,892,0,128,0.71,0.7,29,0,0,0,1,0,1
9,8.0,0,8,20,28,9,15,25,32,0,0,0,0.92,0.88,0,0,0,0,1,0,1
4,3.0,22,155,265,373,46,122,222,242,27,0,13,0.5,0.39,1,0,0,0,1,0,1
52,8.0,6,430,670,910,98,275,542,835,137,0,12,0.61,0.57,0,0,0,1,1,0,1
6,52.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.99,0,1,0,0,0,0,0
0,2.0,0,4,4,4,6,8,10,16,0,0,0,0.5,0.25,0,1,0,0,1,0,1
-3,4.0,0,29,40,51,7,13,19,19,0,0,0,0.79,0.66,3,1,0,0,1,0,1
82,8.0,0,0,0,0,2,11,12,19,1,0,0,0.97,0.97,0,0,0,0,1,0,0
0,8.0,0,22,22,22,1,7,22,26,0,0,0,1.0,0.96,0,0,0,0,1,0,1
2,2.0,0,0,0,0,2,2,2,2,0,0,0,0.44,0.41,0,0,0,0,1,0,1
28,0.0,0,374,549,549,30,92,167,244,37,0,0,0.0,0.0,0,0,0,1,1,0,1
111,8.0,12,312,544,752,89,252,519,869,46,0,0,0.98,0.98,1,0,0,0,1,0,0
50,2.0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.8,0,0,0,0,1,0,0
117,8.0,38,91,166,241,29,117,232,312,37,0,0,0.71,0.8,0,0,0,0,1,0,0
0,8.0,0,29,29,29,0,0,0,1,2,0,0,0.0,0.0,0,0,0,1,1,0,0
7,3.0,0,36,36,36,0,0,0,0,1,0,0,0.86,0.86,0,1,0,0,1,0,0
6,8.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.92,0,0,0,0,1,0,0
3,8.0,0,0,0,0,0,0,1,2,0,0,0,0.93,0.94,0,0,0,0,1,0,0
216,2.0,100,364,780,1196,74,270,483,597,0,0,0,0.66,0.6,0,0,0,0,1,0,0
6,4.0,0,1,1,1,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,1,1,0,0
0,12.0,0,2,4,5,3,4,4,7,1,0,0,0.82,0.79,0,0,0,0,1,0,1
20,12.0,0,0,0,0,0,0,1,1,0,0,0,0.08,0.12,0,0,0,0,1,0,1
1,9.0,0,13,13,13,1,19,23,23,0,0,0,0.93,0.74,0,0,0,0,1,0,0
0,2.0,0,8,8,8,0,2,4,5,0,0,0,0.51,0.47,0,0,0,0,1,0,1
5,2.0,0,33,66,101,9,31,39,39,0,0,0,0.96,0.97,0,0,0,0,1,0,1
6,2.0,0,8,24,32,1,11,20,30,0,0,0,0.74,0.76,0,0,0,0,1,0,1
6,8.0,0,20,55,90,13,37,77,101,0,0,0,0.56,0.46,0,0,0,0,1,0,1
0,2.0,0,540,540,540,0,0,0,0,8,0,0,0.96,0.96,0,0,0,1,1,0,1
604,2.0,469,948,2212,3160,3,3,3,3,536,0,0,0.97,0.92,0,1,0,0,1,0,0
0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.95,0,0,0,0,1,0,0
1,2.0,0,30,60,80,17,37,61,74,0,0,0,0.99,0.98,0,0,0,0,1,0,0
7,2.0,0,0,0,0,0,0,0,1,0,0,0,0.99,0.96,0,1,0,0,1,0,0
37,15.0,0,168,322,476,23,118,264,411,37,0,0,0.06,0.09,0,0,0,0,1,0,0
15,11.0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.77,0,0,0,0,1,0,0
2800,8.0,0,0,1200,2400,200,425,1626,1676,1396,0,0,0.64,0.67,0,0,0,0,1,0,0
12,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1,0,0
0,4.0,0,50,95,132,0,0,0,0,1,0,0,1.0,0.98,0,0,0,0,1,0,1
7,12.0,0,30,47,64,4,23,30,48,0,0,0,0.78,0.78,0,0,0,0,1,0,1
3,2.0,0,0,0,0,0,0,1,1,1,0,0,0.74,0.76,0,0,0,0,1,0,1
9535,8.0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.91,0,0,0,0,1,0,0
10,4.0,4,31,31,31,12,13,13,13,0,0,0,0.77,0.8,0,1,0,0,1,0,1
2,8.0,0,4,7,9,5,10,15,16,0,0,0,0.89,0.78,0,0,0,0,1,0,1
9,8.0,0,14,28,42,2,8,19,27,3,0,0,1.0,0.98,0,0,0,0,1,0,0
608,8.0,0,0,512,512,70,257,529,804,82,0,0,0.8,0.85,0,0,0,1,1,0,0
2,12.0,0,0,0,0,0,0,1,1,1,0,0,0.78,0.78,0,1,0,0,1,0,0
1,12.0,0,1,1,1,0,0,1,1,0,0,0,0.62,0.73,0,0,0,0,1,0,1
0,4.0,5,0,0,1,2,7,8,9,0,0,0,0.73,0.78,0,0,0,0,1,0,0
102,2.0,0,0,0,0,0,1,31,31,5,0,0,0.88,0.61,0,1,0,0,1,0,0
1,12.0,0,10,10,10,1,1,3,5,0,0,0,0.0,0.0,0,0,0,0,1,0,1
3,15.0,0,18,24,38,7,21,44,61,7,0,0,0.93,0.91,0,0,0,0,1,0,1
12,2.0,0,12,12,12,8,16,19,19,0,0,0,0.3,0.35,0,1,0,1,1,0,1
5,2.0,0,5,5,10,2,5,6,8,0,0,0,0.38,0.4,0,0,0,0,1,0,1
24,2.0,0,0,0,0,0,0,3,3,1,0,0,0.58,0.42,0,1,0,1,1,0,0
4,8.0,0,275,275,275,0,0,2,3,0,0,0,0.9,0.88,0,0,0,0,1,0,0
41,8.0,0,0,3,18,4,13,47,65,9,0,0,0.7,0.73,0,0,0,0,1,0,0
8,8.0,0,0,0,0,0,1,3,4,1,0,0,0.99,0.98,0,0,0,0,1,0,0
1,9.0,0,6,10,14,1,2,8,10,0,0,0,0.34,0.41,0,0,0,0,1,0,1
0,8.0,0,3,5,7,1,3,5,5,1,0,0,0.84,0.89,0,0,0,0,1,0,1
0,8.0,0,10,10,10,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,1,0,1
0,15.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.74,0,0,0,1,1,0,0
4,8.0,2,68,113,166,6,42,87,125,19,0,1,0.13,0.09,3,0,0,1,1,0,1
49,2.0,0,0,0,0,2,4,8,13,2,0,0,1.0,1.0,0,0,0,1,1,0,0
0,9.0,0,0,0,0,0,0,0,0,1,0,0,0.7,0.66,0,0,0,0,1,0,0
12,0.0,0,45,81,117,15,43,73,98,5,0,0,0.0,0.0,0,0,0,0,0,0,1
8,4.0,0,0,0,0,0,1,4,5,0,0,0,0.73,0.78,0,1,0,0,1,0,0
8,8.0,0,18,28,28,3,6,14,29,0,0,0,1.0,0.99,0,0,0,0,1,0,1
2,9.0,0,0,1,2,1,3,5,7,4,0,0,0.99,0.98,0,0,0,0,1,0,1
5,2.0,0,0,5,5,0,0,0,0,1,0,0,0.92,0.95,0,1,0,0,1,0,0
11,2.0,0,24,42,84,10,29,44,51,0,0,0,0.98,0.88,0,0,0,0,1,0,0
0,8.0,0,67,100,130,8,28,70,97,38,0,0,0.29,0.34,1,0,0,0,1,0,1
0,2.0,0,6,9,9,0,0,0,0,0,0,0,1.0,0.99,0,1,0,0,1,0,1
0,8.0,0,21,29,37,4,11,21,32,1,0,0,0.37,0.38,0,0,0,0,1,0,1
0,2.0,0,8,8,8,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,1,0,1
13,12.0,8,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
29,52.0,0,0,0,0,3,10,18,23,17,0,0,0.94,0.9,0,1,0,0,1,0,0
0,4.0,1,6,7,7,4,9,12,12,0,0,0,0.68,0.66,0,1,0,0,1,0,1
23,8.0,0,56,130,206,16,47,68,72,0,0,0,0.71,0.75,0,0,0,0,1,0,1
61,8.0,7,18,66,108,6,39,109,160,20,0,0,0.97,0.98,0,0,0,0,1,0,0
8,2.0,0,8,16,16,0,0,0,0,1,0,0,0.97,0.97,0,0,0,0,1,0,0
4,8.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.9,0,0,0,0,1,0,0
119,4.0,49,1311,2223,3135,191,784,1187,1193,137,0,0,0.63,0.72,6,0,0,0,1,0,1
171,8.0,56,1711,2807,4527,505,1733,2927,3816,501,0,0,0.92,0.93,3,0,0,0,1,0,1
5,8.0,24,0,11,22,2,14,28,37,0,0,0,0.8,0.86,0,0,0,0,1,0,0
1510,8.0,0,0,0,0,10,150,440,745,25,0,0,1.0,1.0,0,0,0,0,1,0,0
20,2.0,0,21,26,26,16,25,25,25,0,0,0,0.99,0.99,0,1,0,0,1,0,1
9,8.0,10,690,1050,1482,99,352,540,754,99,0,144,0.41,0.46,0,0,0,1,1,0,1
12,2.0,0,168,182,280,25,54,110,150,0,0,0,0.03,0.09,0,0,0,0,1,0,1
58,2.0,0,304,508,724,115,262,418,559,106,0,0,0.58,0.57,0,1,0,0,1,0,1
0,2.0,0,26,26,26,0,0,0,0,0,0,0,0.99,0.96,0,1,0,1,1,0,0
0,8.0,0,6,9,12,2,4,6,9,0,0,0,0.0,0.0,0,0,0,0,1,0,1
5,9.0,0,0,2,3,1,2,4,7,0,0,0,0.91,0.77,0,0,0,0,1,0,1
0,9.0,0,2,4,5,1,2,3,3,0,0,0,0.7,0.66,0,0,0,0,1,0,1
361,12.0,3,0,0,0,31,105,245,396,111,0,0,0.94,0.97,0,0,0,0,1,0,0
3,8.0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.61,0,0,0,1,1,0,0
38,8.0,30,0,30,60,8,28,48,81,20,0,0,1.0,0.99,0,0,0,0,1,0,0
44,2.0,0,0,0,0,0,0,8,51,0,0,0,0.96,0.96,0,0,0,0,1,0,0
0,9.0,0,6,6,8,0,0,2,3,0,0,0,0.99,0.99,0,0,0,0,1,0,1
9,12.0,2,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
5,2.0,0,7,12,17,3,7,16,21,0,0,0,0.94,0.97,0,0,0,0,1,0,1
0,2.0,0,2,2,2,0,0,0,1,0,0,0,0.0,0.02,0,0,0,0,1,0,1
74,12.0,0,11,18,22,0,7,10,10,5,0,0,0.61,0.58,0,0,0,0,1,0,0
2,2.0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.58,0,1,0,0,1,0,1
22,8.0,0,187,295,391,29,111,207,300,31,0,24,0.61,0.57,1,0,0,1,1,0,1
30,8.0,0,0,0,0,1,1,2,2,2,0,0,0.81,0.82,0,0,0,0,1,0,0
2,12.0,0,0,1,2,2,3,6,7,0,0,0,0.78,0.78,0,0,0,0,1,0,1
10,2.0,6,21,49,69,4,15,29,58,7,0,0,0.91,0.85,0,0,0,0,1,0,1
64,8.0,18,144,291,439,43,125,268,441,0,0,0,0.94,0.96,0,0,0,0,1,0,0
0,9.0,0,6,6,6,0,0,2,3,0,0,0,0.99,0.99,0,0,0,0,1,0,1
-1,8.0,0,30,55,85,7,30,42,57,0,0,0,0.1,0.17,1,0,0,0,1,0,1
17,9.0,0,10,10,10,1,6,19,32,0,0,0,0.99,0.98,0,0,0,0,1,0,0
57,8.0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.74,0,0,0,0,1,0,0
253,8.0,0,0,0,0,27,50,76,89,2,0,0,0.93,0.97,0,0,0,0,1,0,0
18,52.0,0,0,0,0,0,0,1,1,0,0,0,0.98,0.99,0,1,0,0,1,0,0
7,4.0,1,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
12,2.0,0,0,0,0,0,0,0,0,1,0,0,0.95,0.96,0,0,0,0,1,0,0
7,2.0,0,64,114,164,2,2,2,2,7,0,0,0.79,0.77,0,0,0,0,1,0,1
3,8.0,0,14,30,38,7,24,40,59,5,0,0,0.89,0.9,0,0,0,0,1,0,1
3,12.0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
0,8.0,0,11,11,11,0,2,5,5,0,0,0,0.0,0.22,0,0,0,0,1,0,1
1804,2.0,58,0,0,0,2,5,18,20,14,0,0,1.0,0.97,0,0,0,0,1,0,0
28632,8.0,180,1425,22420,39330,2947,10717,24386,43376,3854,0,0,0.98,0.99,116,0,0,0,1,0,1
0,12.0,0,6,7,9,0,3,6,6,0,0,1,0.78,0.78,0,0,0,1,1,0,1
2,12.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,1
0,8.0,11,85,140,200,35,86,153,223,0,0,0,1.0,1.0,0,1,0,0,1,0,1
0,8.0,0,5,8,9,2,4,8,9,0,0,0,0.94,0.93,0,0,0,0,1,0,1
3,4.0,0,0,0,0,0,0,0,1,0,0,0,0.73,0.78,0,0,0,0,1,0,0
4,8.0,0,36,60,72,7,23,56,78,4,0,12,0.55,0.37,0,0,0,0,1,0,1
12,2.0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.93,0,1,0,0,1,0,0
3,8.0,0,0,0,0,0,0,0,2,0,0,0,0.48,0.53,0,0,0,0,1,0,0
28,2.0,0,13,20,20,10,17,17,17,0,0,0,0.99,0.99,0,1,0,0,1,0,1
0,9.0,0,0,0,0,0,1,1,1,0,0,0,0.68,0.66,0,1,0,0,1,0,1
10,2.0,0,0,6,12,3,6,22,28,1,0,0,0.85,0.76,0,0,0,0,1,0,1
0,12.0,3,15,24,36,1,11,22,35,0,0,0,0.82,0.79,0,0,0,1,1,0,1
3,8.0,1,29,49,69,12,30,52,69,5,0,0,0.78,0.82,0,0,0,0,1,0,1
0,12.0,0,0,0,0,0,0,0,0,1,0,0,0.78,0.78,0,1,0,0,1,0,0
360,8.0,120,120,120,120,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
175,8.0,0,408,840,1164,11,266,493,733,99,0,0,0.31,0.37,0,0,0,0,1,0,0
1,12.0,0,1,1,2,0,0,1,1,0,0,0,0.82,0.79,0,0,0,0,1,0,0
39,4.0,446,268,639,943,296,563,935,1245,124,0,0,0.77,0.8,4,0,0,0,1,0,0
0,4.0,0,261,446,514,1,4,10,11,18,0,145,0.79,0.66,0,0,0,1,1,0,1
82,8.0,18,27,59,99,11,49,93,140,38,0,8,0.73,0.86,0,0,0,0,1,0,0
77,8.0,67,0,60,120,13,55,144,217,23,0,0,0.99,0.99,0,0,0,0,1,0,0
3,2.0,0,2,3,3,0,0,0,0,1,0,0,0.83,0.75,0,1,0,0,1,0,0
11,8.0,0,0,0,0,1,1,7,10,0,0,0,0.79,0.87,0,0,0,0,1,0,0
2,12.0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.7,0,0,0,0,1,0,0
267,8.0,72,249,303,519,63,226,408,648,84,0,0,1.0,0.96,0,0,0,0,1,0,0
0,12.0,0,7,8,9,1,4,9,12,0,0,0,0.82,0.79,0,0,0,0,1,0,1
0,12.0,0,4,6,8,0,3,4,6,1,0,0,0.82,0.79,0,0,0,1,1,0,1
-3,12.0,3,510,510,723,36,194,425,634,39,0,218,0.52,0.41,11,1,0,0,1,0,1
179,8.0,0,0,0,0,1,2,14,20,0,0,0,0.97,0.97,0,0,0,0,1,0,0
60,9.0,31,125,250,350,38,108,210,322,44,0,0,0.99,0.99,0,0,0,0,1,0,0
7,8.0,0,0,6,6,1,2,8,11,0,0,0,1.0,0.96,0,0,0,0,1,0,0
476,2.0,4,0,0,0,158,476,728,954,111,0,0,0.96,0.81,0,0,0,0,1,0,0
3,8.0,0,0,0,0,0,0,0,0,1,0,0,0.37,0.36,0,0,0,0,1,0,0
19,16.0,0,40,80,80,9,26,42,57,15,0,0,0.66,0.63,0,0,0,0,1,0,0
10,8.0,0,0,0,0,0,0,3,8,0,0,0,1.0,0.96,0,0,0,0,1,0,0
0,8.0,0,1,1,1,1,1,1,2,1,0,0,0.96,0.97,0,0,0,1,1,0,1
0,2.0,0,3,3,3,3,15,16,17,0,0,2,0.42,0.36,0,0,0,0,1,0,1
68,8.0,21,45,89,150,17,59,107,151,33,0,0,0.84,0.89,0,0,0,0,1,0,0
655,4.0,0,0,0,0,0,1,2,2,0,0,0,0.73,0.78,0,0,0,0,1,0,0
0,2.0,0,0,21,21,0,0,0,0,1,0,0,0.9,0.86,0,1,0,1,1,0,1
37,12.0,30,0,24,48,7,33,66,92,21,0,0,0.77,0.73,0,1,0,0,0,0,0
4,2.0,0,0,25,25,1,3,5,7,2,0,0,0.98,0.97,0,0,0,0,1,0,1
19,2.0,0,0,0,0,1,1,1,1,0,0,0,0.92,0.92,0,0,0,0,1,0,0
10,8.0,0,24,40,56,7,20,33,63,1,0,0,0.5,0.35,0,0,0,0,1,0,1
14,2.0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.16,0,1,0,0,1,0,0
46,8.0,2,477,702,927,81,217,346,445,76,0,0,0.0,0.0,0,0,0,0,1,0,1
10,8.0,0,24,48,72,6,15,34,52,1,0,0,0.98,0.98,0,0,0,0,1,0,1
2,2.0,5,4,4,6,1,11,16,22,0,0,0,0.96,0.94,0,0,0,0,1,0,0
0,12.0,0,4,6,6,0,0,0,0,0,0,0,0.57,0.7,0,0,0,0,1,0,1
3,8.0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.81,0,0,0,0,1,0,0
8,4.0,0,0,0,0,1,3,3,3,1,0,0,0.22,0.14,0,1,0,0,1,0,1
4,8.0,0,32,32,32,4,17,32,46,4,0,0,0.97,0.97,0,0,0,0,1,0,1
43,4.0,0,0,0,0,0,1,5,7,0,0,0,0.77,0.8,0,1,0,0,1,0,0
0,2.0,0,38,58,58,2,3,3,3,1,1,0,0.87,0.92,0,1,0,0,1,0,1
0,2.0,0,3,3,3,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,1,0,1
21,2.0,0,80,100,100,11,35,49,76,18,0,0,0.93,0.85,0,0,0,0,1,0,0
5,6.0,0,0,0,0,0,0,1,2,0,0,0,0.79,0.67,0,0,0,0,1,0,0
4905,52.0,0,0,0,0,0,0,11,11,0,0,0,0.94,0.87,0,1,0,0,0,0,0
0,2.0,0,85,85,85,0,0,0,1,1,0,0,0.68,0.57,0,0,0,0,1,0,1
491,12.0,0,0,0,0,3,9,9,9,1,0,0,0.58,0.58,0,1,0,0,1,0,0
0,2.0,1,4,8,11,2,4,22,23,3,0,0,0.48,0.52,0,0,0,0,1,0,0
3,8.0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.98,0,0,0,1,1,0,0
5,8.0,0,6,12,24,9,20,34,44,0,0,0,0.79,0.66,0,0,0,0,1,0,1
15,2.0,0,24,36,36,29,46,70,96,0,0,0,1.0,1.0,0,0,0,0,1,0,0
20,12.0,0,0,0,0,0,0,1,1,2,0,0,-99.0,-99.0,0,0,0,0,1,0,0
0,8.0,0,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0,0,0,0,1,0,1
15,8.0,0,0,15,15,3,7,15,22,0,0,0,0.97,0.98,0,0,0,0,1,0,1
3,2.0,0,8,12,20,0,5,14,27,2,0,0,0.97,0.93,0,0,0,0,1,0,1
94,8.0,18,69,159,244,31,96,195,309,54,0,0,0.97,0.95,0,0,0,0,1,0,0
0,3.0,0,0,0,0,1,1,1,1,1,0,0,0.94,0.96,0,0,0,0,1,0,1
13,12.0,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
2,2.0,0,5,7,8,2,3,5,13,0,0,0,0.0,0.0,0,0,0,0,1,0,1
0,2.0,0,12,22,32,0,0,0,0,0,0,0,0.96,0.9,0,1,0,0,1,0,1
0,12.0,58,42,82,102,17,51,154,211,37,0,0,0.78,0.78,0,0,0,1,1,0,1
17,8.0,0,73,97,121,7,29,64,105,42,0,0,0.91,0.95,0,0,0,0,1,0,1
38,8.0,0,0,0,0,1,2,2,2,1,0,0,0.96,0.97,0,0,0,0,1,0,0
31,8.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
1,2.0,0,1,3,4,2,2,4,6,1,0,0,0.93,0.87,0,0,0,1,1,0,1
19,2.0,0,19,38,38,24,29,57,70,0,0,0,0.51,0.3,0,0,0,0,1,0,1
0,12.0,0,9,9,9,1,2,5,5,0,0,3,0.42,0.36,0,0,0,0,1,0,1
19,52.0,0,0,0,0,0,0,1,2,0,0,0,0.99,0.99,0,1,0,0,1,0,0
0,8.0,0,20,35,35,1,4,4,8,0,0,7,0.82,0.75,0,0,0,0,1,0,1
1,12.0,0,7,7,11,0,0,6,8,0,0,1,0.82,0.79,0,0,0,1,1,0,1
5529,4.0,2302,2400,7200,12000,847,3716,8539,11116,1027,0,0,0.98,0.96,0,0,0,0,1,0,0
5,12.0,3,12,15,24,4,14,27,33,1,0,0,0.78,0.78,0,0,0,0,1,0,1
0,8.0,0,325,442,563,0,0,0,0,22,0,0,0.87,0.83,0,1,0,0,1,0,1
75,8.0,0,143,143,143,9,27,62,105,20,0,0,0.97,0.98,0,0,0,0,1,0,0
15,8.0,0,28,56,84,15,35,49,50,0,0,0,0.78,0.74,0,0,0,0,1,0,1
3,8.0,0,2,4,6,1,2,4,5,0,0,0,0.97,0.94,0,0,0,0,1,0,1
13,12.0,0,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
2,2.0,0,5,9,11,3,5,8,8,0,0,0,0.97,0.94,0,1,0,0,1,0,1
0,4.0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.11,0,0,0,0,1,0,1
5,3.0,0,44,80,122,10,26,41,50,0,0,0,0.99,0.98,0,1,0,0,1,0,1
1,4.0,0,30,40,40,90,130,140,180,0,0,0,0.73,0.78,0,0,0,0,1,0,1
869,4.0,5,590,1310,1990,655,1477,3055,4564,18,0,0,0.73,0.78,0,0,0,0,1,0,0
54,2.0,0,0,0,0,0,5,14,20,5,0,0,0.98,0.98,0,0,0,1,1,0,0
49,8.0,6,40,64,88,23,63,93,149,19,0,0,0.42,0.36,0,0,0,0,1,0,1
0,2.0,0,21,21,21,2,2,2,2,1,0,0,0.52,0.41,2,1,0,0,1,0,1
23,12.0,0,0,0,0,0,1,2,3,0,0,0,0.63,0.72,0,0,0,1,1,0,0
12,8.0,0,0,0,0,0,0,0,0,1,0,0,0.42,0.36,0,0,0,0,1,0,0
2515,12.0,0,0,0,0,77,277,560,858,153,0,0,0.22,0.26,0,0,0,0,1,0,0
5,8.0,0,0,60,60,1,1,4,7,0,0,0,0.77,0.81,0,0,0,0,1,0,0
5,8.0,0,92,137,197,14,58,112,170,20,0,15,0.34,0.53,0,0,0,1,1,0,1
17482,12.0,183,6426,10332,13608,1208,3425,20009,26507,1067,0,0,0.96,0.98,0,0,0,0,1,0,0
7,2.0,0,0,0,0,0,0,0,2,0,0,0,0.97,0.92,0,0,0,0,1,0,0
1,8.0,0,1,3,4,0,1,2,3,0,0,1,0.42,0.36,0,0,0,0,1,0,1
0,2.0,0,10,11,11,0,0,0,0,0,0,0,0.23,0.26,0,1,0,1,1,0,1
0,4.0,0,10,10,10,0,0,0,0,0,0,0,0.62,0.73,0,1,0,0,1,0,0
2,2.0,0,2,5,7,0,1,5,9,0,0,0,0.91,0.94,0,0,0,0,1,0,1
8,2.0,0,0,3,8,5,8,19,29,1,0,0,0.83,0.86,0,0,0,0,1,0,0
0,2.0,0,78,137,190,0,0,0,0,17,0,36,0.99,0.95,0,0,0,0,1,0,1
0,9.0,0,0,0,0,0,2,2,2,0,0,0,0.85,0.83,0,0,0,0,1,0,1
0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.77,0,0,0,0,1,0,0
