national_inv,lead_time,in_transit_qty,forecast_3_month,sales_3_month,went_on_backorder
2,8.0,0,0,0,0
11,4.0,0,66,28,1
0,8.0,0,10,0,1
1,8.0,2,7,7,1
11,10.0,0,0,0,0
10,12.0,0,0,0,0
9,8.0,0,24,12,1
5,2.0,0,32,19,1
1,2.0,0,1,6,1
149,8.0,30,120,155,0
5,2.0,0,0,0,0
5,8.0,0,0,0,0
33,8.0,0,0,9,0
3,12.0,0,12,12,1
173,8.0,0,0,0,0
157,2.0,58,173,453,0
0,8.0,0,24,16,1
0,12.0,0,1,0,0
0,8.0,0,2,3,1
3,12.0,0,0,0,0
106,8.0,0,0,0,1
149,8.0,0,0,0,0
37,8.0,1,19,18,0
12,12.0,0,13,26,1
370,8.0,0,0,15,0
31,8.0,2,0,1,0
0,4.0,6,0,8,1
4,8.0,0,0,1,0
14,8.0,0,51,35,1
5,8.0,0,0,0,0
7,2.0,0,12,15,1
20,9.0,51,326,128,0
0,2.0,0,0,0,1
0,2.0,0,26,2,1
0,2.0,96,48,0,1
0,9.0,0,5,0,0
1,4.0,0,2,2,0
6,2.0,0,0,3,0
45,2.0,0,0,0,0
4,2.0,0,0,0,0
0,8.0,3,18,27,1
1,8.0,1,1,2,1
22,12.0,0,0,1,0
7,0.0,0,0,4,0
23,9.0,0,0,1,0
51,3.0,0,0,98,0
102,8.0,7,144,127,0
1,9.0,0,2,1,0
25,8.0,0,0,0,0
-6,8.0,0,168,77,1
1,2.0,0,3,1,1
2,9.0,0,0,0,0
0,2.0,1,3,3,1
9,2.0,0,6,12,0
34,8.0,2,0,12,0
0,2.0,0,4,0,1
241,2.0,0,0,5,0
990,4.0,0,0,40,0
32,2.0,0,410,674,1
4,4.0,0,0,0,0
10,9.0,0,83,58,1
8,4.0,30,42,16,0
87,8.0,0,0,8,0
10,8.0,0,0,1,0
20,5.0,10,10,8,0
0,12.0,0,5,0,1
10,2.0,0,102,53,1
0,2.0,0,10,92,1
1,8.0,0,1,0,0
29,9.0,0,0,3,0
26,10.0,7,63,55,1
3,4.0,0,29,6,1
11,2.0,0,0,5,0
11,2.0,0,0,3,0
0,8.0,0,21,13,1
9,2.0,0,0,14,1
45,2.0,0,0,5,0
5,2.0,0,0,0,0
0,2.0,0,11,0,0
7,12.0,0,0,0,0
5,2.0,0,8,1,0
20,12.0,0,0,0,0
70,4.0,0,0,8,0
1,8.0,0,1,1,0
8,8.0,5,64,57,0
0,16.0,0,8,6,1
11,2.0,0,6,7,0
1,4.0,0,0,2,0
7,8.0,0,10,75,1
12,8.0,0,63,46,0
4,2.0,0,0,3,1
0,8.0,0,32,0,1
4,2.0,8,35,23,1
8,8.0,0,0,1,0
1,13.0,0,1,3,0
0,2.0,0,24,7,1
1,8.0,0,25,6,1
3,8.0,1,24,20,1
7555,2.0,106,0,147,0
0,12.0,0,3,3,1
7,4.0,0,0,0,0
32,8.0,0,0,15,0
0,8.0,0,5,6,1
3,8.0,0,16,5,1
0,0.0,0,25,0,1
3,8.0,0,102,29,1
32,9.0,0,0,4,0
6,2.0,0,10,0,1
0,12.0,0,8,8,1
0,12.0,0,5,3,1
35,2.0,0,0,1,0
5,8.0,0,0,3,0
310,8.0,68,1370,1814,1
0,8.0,0,2,6,1
2,8.0,0,30,15,1
0,2.0,0,5,0,0
22,8.0,0,0,8,0
10,12.0,0,0,0,0
4,8.0,0,0,0,0
1,9.0,0,13,7,1
10,2.0,0,0,3,0
0,8.0,0,6,0,1
1019,2.0,282,1701,1695,0
-1,4.0,0,50,44,1
0,16.0,0,42,23,1
3,2.0,0,1,3,0
126,9.0,0,0,0,0
5,2.0,0,7,10,1
27,8.0,0,0,19,0
1241,8.0,0,0,3,0
0,2.0,0,17,0,1
100,8.0,0,0,0,0
4,8.0,0,9,17,1
7,2.0,0,0,0,1
30,8.0,0,100,31,0
175,8.0,61,242,109,0
103,8.0,0,0,0,0
66,8.0,0,368,215,1
-4,12.0,28,168,123,1
6,2.0,0,4,16,1
492,4.0,0,0,0,0
0,8.0,0,14,14,1
0,2.0,0,5,0,0
0,2.0,0,20,3,1
100,2.0,0,0,0,0
1,3.0,0,0,0,0
4,10.0,0,0,1,0
91,2.0,0,0,0,0
18,8.0,0,0,0,0
5,4.0,0,120,6,1
4,2.0,0,30,14,1
1,9.0,0,0,1,1
1557,52.0,0,0,0,0
0,8.0,0,2,2,1
3,9.0,0,0,2,1
2,4.0,0,4,6,1
0,2.0,0,130,0,1
260,8.0,57,480,412,1
1,8.0,1,104,6,1
33,8.0,20,0,54,0
8,0.0,0,99,57,1
2,9.0,0,0,0,0
0,8.0,0,20,9,0
3,8.0,0,61,0,1
-1,8.0,0,69,57,1
20,2.0,0,0,7,0
2,2.0,0,0,0,1
1,8.0,0,0,1,0
10,2.0,0,0,0,1
0,13.0,0,20,16,1
5,8.0,0,97,66,1
16,8.0,0,448,243,1
6,8.0,0,45,43,1
0,8.0,0,11,32,1
1,8.0,0,0,0,1
170,2.0,13,72,159,0
7,2.0,0,5,1,1
7,8.0,0,0,0,0
0,8.0,0,12,7,1
0,2.0,0,5,0,1
1627,8.0,0,0,62,0
4,2.0,0,6,12,1
12,12.0,0,44,37,1
5,2.0,0,0,0,0
6,0.0,1,50,46,1
5,2.0,0,3,8,1
2,8.0,0,0,0,0
798,8.0,489,2280,2077,0
0,2.0,0,207,1,1
2345,2.0,898,4189,4163,1
61,8.0,29,48,47,0
3,2.0,0,0,0,0
4,9.0,0,0,0,0
19,2.0,0,0,0,0
2,12.0,0,0,0,0
0,2.0,8,36,32,1
30,8.0,0,0,3,0
0,2.0,0,11,0,1
8,2.0,0,2,0,0
1,2.0,0,10,2,1
0,8.0,0,20,19,1
10,9.0,0,0,0,0
10,8.0,0,143,74,1
46,8.0,2,169,74,0
0,2.0,0,18,10,1
1,8.0,0,2,0,0
12,12.0,0,0,0,0
7,8.0,0,17,16,1
69,2.0,86,125,125,0
0,2.0,0,41,1,1
7,8.0,0,52,49,1
1,3.0,0,2,1,1
0,2.0,0,144,0,1
1,8.0,0,18,25,1
1,8.0,0,50,8,1
-1,8.0,0,17,12,1
18,2.0,0,0,1,0
0,2.0,0,12,1,1
16,2.0,0,51,40,1
152,8.0,0,160,153,0
2,8.0,0,0,1,0
4,2.0,0,1,1,1
0,8.0,0,2,2,1
0,8.0,1,2,2,1
5,9.0,0,0,0,0
0,8.0,0,0,0,0
233,8.0,0,0,16,0
6,2.0,0,0,0,1
29,8.0,0,0,1,0
0,8.0,0,25,6,1
0,12.0,0,3,3,1
2,12.0,0,0,0,0
13,8.0,1,186,183,1
64,8.0,20,99,113,0
0,8.0,0,11,4,1
2,8.0,0,2,2,1
14,8.0,0,0,10,0
126,8.0,8,77,72,0
0,2.0,0,5,0,1
175,8.0,0,500,165,0
1,12.0,0,4,6,1
118,16.0,1,59,110,0
83,8.0,0,0,4,0
0,2.0,0,6,0,1
20,12.0,0,0,0,0
8,12.0,0,0,0,0
2,9.0,0,0,0,0
0,4.0,0,7,0,0
1,3.0,0,4,10,1
-1,9.0,0,9,1,1
46,2.0,0,0,1,0
1069,8.0,0,0,8,0
6,8.0,0,0,3,0
7,8.0,0,0,0,0
0,12.0,0,19,13,1
1,8.0,0,2,1,0
10,8.0,0,0,1,0
5,2.0,0,47,36,1
0,8.0,0,6,5,1
0,2.0,0,6,0,0
6,8.0,0,35,27,1
1,9.0,0,5,11,1
41,2.0,0,0,0,0
20,2.0,0,0,0,0
148,8.0,57,114,165,0
11,2.0,0,0,4,0
1,8.0,0,0,0,0
6,2.0,0,28,17,1
0,2.0,0,30,1,1
0,8.0,0,14,0,1
0,8.0,0,19,9,1
11,8.0,0,14,10,0
15,8.0,0,1,12,0
7,8.0,4,40,25,1
0,14.0,0,20,4,1
4,8.0,7,117,48,1
3,8.0,4,0,4,0
3,14.0,0,6,9,1
0,8.0,0,13,10,1
46,8.0,0,0,0,0
397,13.0,32,0,136,0
0,2.0,0,8,0,1
5,12.0,0,0,0,0
2,2.0,0,24,8,1
47,8.0,0,0,0,0
13,8.0,0,0,0,0
180,0.0,0,0,14,0
6,2.0,0,20,0,0
57,8.0,5,792,891,1
16,2.0,0,0,0,1
4,8.0,0,4,9,1
0,8.0,0,5,0,1
0,2.0,0,1927,1,1
13,8.0,0,0,0,0
19,4.0,0,0,0,0
3,8.0,0,0,8,1
16,2.0,0,32,53,1
3065,8.0,17,714,2135,0
1,8.0,0,1,2,0
1,8.0,0,7,8,1
0,3.0,0,30,0,1
4,8.0,0,0,0,0
0,2.0,0,4,0,1
180,8.0,0,0,9,0
2,4.0,0,0,0,1
2294,8.0,0,0,23,0
4,4.0,1,0,0,0
648,9.0,0,0,44,0
0,2.0,0,5,0,1
46,9.0,27,3,14,0
220,2.0,49,143,231,0
33,8.0,0,0,1,0
30,8.0,12,14,28,0
0,8.0,0,12,0,0
22,2.0,0,0,6,0
17,2.0,0,279,176,1
3,2.0,0,24,8,1
-1,8.0,0,8,14,1
2,3.0,0,0,1,1
3,11.0,2,20,29,1
-19,5.0,27,1312,1263,1
8,2.0,0,25,12,1
7,8.0,0,100,0,0
2,9.0,0,0,0,0
8,2.0,0,0,19,1
3,2.0,1,4,6,1
3,8.0,0,0,18,1
7,2.0,0,19,31,1
50,8.0,0,0,2,0
18,2.0,0,0,0,0
1446,12.0,0,725,1143,0
0,52.0,0,25,0,1
7,8.0,0,0,1,0
2,8.0,0,17,16,1
8,8.0,0,30,23,0
0,8.0,0,19,13,1
2,8.0,0,10,9,1
29,2.0,0,168,57,1
0,8.0,0,2,3,1
1,3.0,1,0,0,0
68,2.0,0,0,7,1
36,4.0,0,0,0,0
2,8.0,0,0,1,0
10,8.0,0,48,31,0
0,2.0,0,54,0,1
15,8.0,0,0,0,0
2,2.0,4,21,23,1
132,9.0,0,0,3,0
2,12.0,0,0,0,0
19,8.0,0,0,31,0
0,8.0,0,3,1,1
0,2.0,0,292,0,1
0,12.0,0,8,6,1
12,4.0,0,0,0,0
0,2.0,0,0,0,1
118,8.0,3,305,266,0
141,2.0,17,153,151,0
46,2.0,0,0,22,0
1884,8.0,4020,6870,10465,0
1,9.0,0,0,0,0
10,12.0,0,0,0,0
1060,15.0,0,500,36,0
2,8.0,0,0,0,0
29,2.0,0,0,11,0
3384,2.0,27,0,327,0
61,2.0,0,0,0,0
2,8.0,0,1,8,1
3,14.0,0,0,0,0
109,14.0,0,0,11,0
1,8.0,0,10,13,1
1726,8.0,0,8783,43,0
32,2.0,0,20,29,0
3,9.0,3,18,7,0
12,12.0,0,28,34,1
127,2.0,96,32,120,0
94,8.0,4,370,200,1
64,8.0,0,0,0,0
17,12.0,0,0,0,0
1,2.0,8,8,16,0
10,8.0,0,11,16,0
238,2.0,0,0,12,0
0,2.0,0,0,0,0
4,8.0,2,248,132,1
20,12.0,0,0,0,0
0,8.0,0,47,21,1
1,2.0,0,19,9,1
11,0.0,0,0,0,0
0,3.0,0,280,0,1
4,8.0,0,15,13,1
43,3.0,0,0,0,0
4,8.0,0,10,16,0
2,9.0,0,0,0,0
272,8.0,292,2000,1565,1
9,8.0,0,8,15,1
4,3.0,22,155,122,1
52,8.0,6,430,275,1
6,52.0,0,0,0,0
0,2.0,0,4,8,1
-3,4.0,0,29,13,1
82,8.0,0,0,11,0
0,8.0,0,22,7,1
2,2.0,0,0,2,1
28,0.0,0,374,92,1
111,8.0,12,312,252,0
50,2.0,0,0,0,0
117,8.0,38,91,117,0
0,8.0,0,29,0,0
7,3.0,0,36,0,0
6,8.0,0,0,0,0
3,8.0,0,0,0,0
216,2.0,100,364,270,0
6,4.0,0,1,0,0
0,12.0,0,2,4,1
20,12.0,0,0,0,1
1,9.0,0,13,19,0
0,2.0,0,8,2,1
5,2.0,0,33,31,1
6,2.0,0,8,11,1
6,8.0,0,20,37,1
0,2.0,0,540,0,1
604,2.0,469,948,3,0
0,8.0,0,0,0,0
1,2.0,0,30,37,0
7,2.0,0,0,0,0
37,15.0,0,168,118,0
15,11.0,0,0,0,0
2800,8.0,0,0,425,0
12,2.0,0,0,0,0
0,4.0,0,50,0,1
7,12.0,0,30,23,1
3,2.0,0,0,0,1
9535,8.0,0,0,0,0
10,4.0,4,31,13,1
2,8.0,0,4,10,1
9,8.0,0,14,8,0
608,8.0,0,0,257,0
2,12.0,0,0,0,0
1,12.0,0,1,0,1
0,4.0,5,0,7,0
102,2.0,0,0,1,0
1,12.0,0,10,1,1
3,15.0,0,18,21,1
12,2.0,0,12,16,1
5,2.0,0,5,5,1
24,2.0,0,0,0,0
4,8.0,0,275,0,0
41,8.0,0,0,13,0
8,8.0,0,0,1,0
1,9.0,0,6,2,1
0,8.0,0,3,3,1
0,8.0,0,10,0,1
0,15.0,0,0,0,0
4,8.0,2,68,42,1
49,2.0,0,0,4,0
0,9.0,0,0,0,0
12,0.0,0,45,43,1
8,4.0,0,0,1,0
8,8.0,0,18,6,1
2,9.0,0,0,3,1
5,2.0,0,0,0,0
11,2.0,0,24,29,0
0,8.0,0,67,28,1
0,2.0,0,6,0,1
0,8.0,0,21,11,1
0,2.0,0,8,0,1
13,12.0,8,0,0,0
29,52.0,0,0,10,0
0,4.0,1,6,9,1
23,8.0,0,56,47,1
61,8.0,7,18,39,0
8,2.0,0,8,0,0
4,8.0,0,0,0,0
119,4.0,49,1311,784,1
171,8.0,56,1711,1733,1
5,8.0,24,0,14,0
1510,8.0,0,0,150,0
20,2.0,0,21,25,1
9,8.0,10,690,352,1
12,2.0,0,168,54,1
58,2.0,0,304,262,1
0,2.0,0,26,0,0
0,8.0,0,6,4,1
5,9.0,0,0,2,1
0,9.0,0,2,2,1
361,12.0,3,0,105,0
3,8.0,0,0,0,0
38,8.0,30,0,28,0
44,2.0,0,0,0,0
0,9.0,0,6,0,1
9,12.0,2,0,0,0
5,2.0,0,7,7,1
0,2.0,0,2,0,1
74,12.0,0,11,7,0
2,2.0,0,0,0,1
22,8.0,0,187,111,1
30,8.0,0,0,1,0
2,12.0,0,0,3,1
10,2.0,6,21,15,1
64,8.0,18,144,125,0
0,9.0,0,6,0,1
-1,8.0,0,30,30,1
17,9.0,0,10,6,0
57,8.0,0,0,0,0
253,8.0,0,0,50,0
18,52.0,0,0,0,0
7,4.0,1,0,0,0
12,2.0,0,0,0,0
7,2.0,0,64,2,1
3,8.0,0,14,24,1
3,12.0,0,0,0,0
0,8.0,0,11,2,1
1804,2.0,58,0,5,0
28632,8.0,180,1425,10717,1
0,12.0,0,6,3,1
2,12.0,0,0,0,1
0,8.0,11,85,86,1
0,8.0,0,5,4,1
3,4.0,0,0,0,0
4,8.0,0,36,23,1
12,2.0,0,0,0,0
3,8.0,0,0,0,0
28,2.0,0,13,17,1
0,9.0,0,0,1,1
10,2.0,0,0,6,1
0,12.0,3,15,11,1
3,8.0,1,29,30,1
0,12.0,0,0,0,0
360,8.0,120,120,0,0
175,8.0,0,408,266,0
1,12.0,0,1,0,0
39,4.0,446,268,563,0
0,4.0,0,261,4,1
82,8.0,18,27,49,0
77,8.0,67,0,55,0
3,2.0,0,2,0,0
11,8.0,0,0,1,0
2,12.0,0,0,0,0
267,8.0,72,249,226,0
0,12.0,0,7,4,1
0,12.0,0,4,3,1
-3,12.0,3,510,194,1
179,8.0,0,0,2,0
60,9.0,31,125,108,0
7,8.0,0,0,2,0
476,2.0,4,0,476,0
3,8.0,0,0,0,0
19,16.0,0,40,26,0
10,8.0,0,0,0,0
0,8.0,0,1,1,1
0,2.0,0,3,15,1
68,8.0,21,45,59,0
655,4.0,0,0,1,0
0,2.0,0,0,0,1
37,12.0,30,0,33,0
4,2.0,0,0,3,1
19,2.0,0,0,1,0
10,8.0,0,24,20,1
14,2.0,0,0,0,0
46,8.0,2,477,217,1
10,8.0,0,24,15,1
2,2.0,5,4,11,0
0,12.0,0,4,0,1
3,8.0,0,0,0,0
8,4.0,0,0,3,1
4,8.0,0,32,17,1
43,4.0,0,0,1,0
0,2.0,0,38,3,1
0,2.0,0,3,0,1
21,2.0,0,80,35,0
5,6.0,0,0,0,0
4905,52.0,0,0,0,0
0,2.0,0,85,0,1
491,12.0,0,0,9,0
0,2.0,1,4,4,0
3,8.0,0,0,0,0
5,8.0,0,6,20,1
15,2.0,0,24,46,0
20,12.0,0,0,0,0
0,8.0,0,0,0,1
15,8.0,0,0,7,1
3,2.0,0,8,5,1
94,8.0,18,69,96,0
0,3.0,0,0,1,1
13,12.0,0,0,0,0
2,2.0,0,5,3,1
0,2.0,0,12,0,1
0,12.0,58,42,51,1
17,8.0,0,73,29,1
38,8.0,0,0,2,0
31,8.0,0,0,0,0
1,2.0,0,1,2,1
19,2.0,0,19,29,1
0,12.0,0,9,2,1
19,52.0,0,0,0,0
0,8.0,0,20,4,1
1,12.0,0,7,0,1
5529,4.0,2302,2400,3716,0
5,12.0,3,12,14,1
0,8.0,0,325,0,1
75,8.0,0,143,27,0
15,8.0,0,28,35,1
3,8.0,0,2,2,1
13,12.0,0,0,0,0
2,2.0,0,5,5,1
0,4.0,0,0,0,1
5,3.0,0,44,26,1
1,4.0,0,30,130,1
869,4.0,5,590,1477,0
54,2.0,0,0,5,0
49,8.0,6,40,63,1
0,2.0,0,21,2,1
23,12.0,0,0,1,0
12,8.0,0,0,0,0
2515,12.0,0,0,277,0
5,8.0,0,0,1,0
5,8.0,0,92,58,1
17482,12.0,183,6426,3425,0
7,2.0,0,0,0,0
1,8.0,0,1,1,1
0,2.0,0,10,0,1
0,4.0,0,10,0,0
2,2.0,0,2,1,1
8,2.0,0,0,8,0
0,2.0,0,78,0,1
0,9.0,0,0,2,1
0,2.0,0,0,0,0
44,8.0,1,0,20,0
2490,2.0,0,0,0,0
0,9.0,0,2,3,1
11,4.0,0,0,12,1
0,9.0,0,41,32,1
8,12.0,0,0,1,0
0,8.0,0,0,0,0
1,8.0,0,13,10,1
1,4.0,0,0,1,1
6104,8.0,0,0,822,0
2,13.0,0,1,1,0
3,9.0,0,0,0,0
109,16.0,43,0,37,0
1,8.0,0,10,8,1
51,9.0,0,0,0,0
1,8.0,0,0,1,1
0,2.0,2,11,0,0
0,2.0,0,5,6,1
155,8.0,51,102,100,0
142,2.0,11,232,257,0
0,12.0,0,1,0,1
-8,12.0,0,195,75,1
0,12.0,0,4,3,1
-82,8.0,90,1305,895,1
2,4.0,0,0,0,0
191,8.0,188,358,419,0
5,12.0,0,0,0,0
100,8.0,0,0,2,0
25,4.0,0,43,29,1
203,4.0,166,280,344,0
44,12.0,0,0,2,0
11,2.0,0,25,8,1
5,2.0,8,48,69,1
317,8.0,0,0,17,0
2,12.0,0,32,23,1
532,2.0,0,0,0,0
0,8.0,0,11,0,1
37,8.0,0,230,168,1
16,2.0,0,0,6,0
11,2.0,0,0,0,0
0,2.0,0,14,0,1
0,8.0,0,17,3,1
144,8.0,44,239,290,0
10,12.0,0,0,0,0
17,8.0,0,5,35,1
7,2.0,4,56,68,1
21,8.0,11,117,119,1
-21,8.0,0,36,0,1
-3,2.0,0,13,27,1
63,2.0,1,42,69,0
40,8.0,0,0,0,0
38,12.0,20,436,347,1
5,2.0,0,0,2,1
3,4.0,0,6,2,1
499,12.0,0,0,1,0
0,8.0,0,4,5,1
118,8.0,0,0,0,0
100,8.0,0,875,377,1
15,12.0,6,471,256,1
0,8.0,0,2,2,1
7,8.0,0,0,1,1
128,2.0,0,0,2,0
0,9.0,0,13,9,1
9,8.0,0,0,1,0
0,2.0,0,0,0,1
1,8.0,0,3,2,0
7,8.0,0,16,13,1
19,2.0,0,0,8,1
1,8.0,0,1,1,1
8,8.0,0,5,13,1
7,4.0,0,0,54,1
0,8.0,0,0,0,0
8,2.0,0,0,0,0
14,8.0,0,0,0,0
3,2.0,0,2,0,1
1,9.0,0,28,14,1
0,2.0,0,38,2,1
1,8.0,0,35,27,1
1,2.0,0,2,6,1
2,2.0,0,0,1,1
5,2.0,0,0,6,1
486,2.0,0,0,53,0
579,8.0,29,1016,1970,1
0,8.0,0,2,6,1
17,8.0,0,0,1,0
11,4.0,0,0,19,1
44,8.0,0,0,0,0
41,9.0,0,240,180,1
0,2.0,0,6,1,1
4,8.0,0,0,6,1
87,9.0,0,34,46,1
-2,8.0,0,12,0,1
8,8.0,4,1,4,0
0,2.0,0,13,2,1
0,8.0,0,2,2,1
14,12.0,0,0,12,0
59,8.0,0,0,9,0
473,2.0,0,0,131,0
1,6.0,0,2,5,1
0,2.0,0,36,25,1
192,8.0,399,1888,1544,1
0,2.0,0,26,1,1
9,2.0,3,6,6,1
0,8.0,0,3,2,1
0,2.0,0,27,0,1
5,2.0,0,2,8,0
0,2.0,0,6,0,1
2,12.0,0,0,0,0
0,2.0,0,3,0,0
-1,8.0,3,300,35,1
132,8.0,0,72,83,0
8,8.0,1,36,24,0
0,8.0,0,18,0,1
1,8.0,2,4,3,1
1,8.0,0,42,31,1
0,2.0,1,17,5,0
1,8.0,4,14,15,1
28,3.0,36,756,517,1
30,4.0,0,32,6,0
5,12.0,0,0,2,1
0,8.0,0,18,0,1
0,2.0,0,169,0,1
15,4.0,0,0,0,0
1,8.0,0,1,1,1
6,8.0,0,6,9,1
0,8.0,7,12,0,1
2,12.0,0,10,0,0
0,8.0,0,3,7,1
3,12.0,0,0,0,0
2,12.0,0,0,0,0
37,8.0,0,0,3,0
0,8.0,0,15,15,1
0,2.0,0,20,0,1
9,2.0,4,12,30,1
34,2.0,0,0,1,0
0,2.0,0,40,0,1
0,2.0,0,120000,0,1
1,9.0,0,9,12,1
184,52.0,0,0,5,0
9,12.0,0,0,0,0
3,2.0,0,0,1,1
7,8.0,0,0,0,0
243,8.0,0,0,0,0
39487,2.0,0,0,731,0
0,8.0,0,0,0,0
1173,8.0,432,63,401,0
13,8.0,0,0,2,0
0,8.0,0,1,2,1
14,8.0,0,0,6,0
10,8.0,0,0,2,0
21,2.0,0,0,10,1
2,2.0,0,10,10,0
253,8.0,4,120,160,0
57,8.0,0,0,9,0
-8,0.0,0,893,644,1
0,12.0,0,4,0,1
2,8.0,0,0,6,1
0,12.0,0,7,3,1
351,2.0,315,552,538,0
5,8.0,0,2,0,0
19,8.0,0,0,0,0
3,8.0,0,0,0,0
46,16.0,18,299,346,1
15,2.0,1,15,27,0
11,8.0,0,2,3,0
4,2.0,0,9,10,1
11,8.0,0,0,0,0
0,3.0,0,0,1,1
0,12.0,0,7,3,1
3,2.0,0,30,10,1
25,2.0,0,0,0,0
1,8.0,0,0,0,0
1,2.0,2,2,2,1
0,8.0,0,10,3,1
421,12.0,0,0,49,0
3,8.0,1,7,8,0
6,8.0,0,10,12,1
0,8.0,0,11,7,1
0,8.0,0,4,6,1
0,2.0,0,19,21,1
72,12.0,0,0,0,0
9,8.0,0,0,5,0
185,2.0,91,275,320,0
0,2.0,0,4,0,1
7,8.0,0,15,17,1
29,8.0,16,176,306,1
0,52.0,0,0,0,1
2,8.0,0,0,0,0
3,8.0,0,0,1,0
4,8.0,0,0,0,0
1,12.0,0,5,5,1
1,0.0,1,22,28,1
1,8.0,0,0,0,0
45,12.0,12,56,55,0
2,8.0,0,519,231,1
2,12.0,0,0,0,0
101,9.0,0,0,20,0
401,52.0,0,0,0,0
94,2.0,11,0,41,0
3419,8.0,904,8568,5957,0
9,8.0,0,22,16,1
76,16.0,0,0,9,0
85,4.0,0,0,14,0
8,8.0,0,0,2,0
24,8.0,0,181,139,1
17,2.0,0,20,17,1
0,2.0,0,17,4,1
3,4.0,0,0,0,0
5,8.0,0,24,23,1
0,8.0,0,41,39,1
102,8.0,0,0,0,0
6,2.0,0,12,6,0
62,2.0,0,0,0,0
2,16.0,0,0,0,0
0,8.0,0,22,18,1
171,8.0,76,156,183,0
0,2.0,0,12,0,1
0,12.0,0,13,7,1
0,8.0,0,10,9,1
0,2.0,0,3,0,0
-51,16.0,0,1174,339,1
4,9.0,0,5,11,1
0,2.0,0,10,4,1
14,2.0,0,35,32,1
0,12.0,0,18,11,1
-20,12.0,84,384,446,1
0,2.0,0,0,3,1
15,2.0,0,56,57,1
8,12.0,0,6,5,1
0,12.0,0,61,50,1
15,12.0,0,0,0,0
24,9.0,0,0,0,0
0,8.0,0,0,0,0
13,2.0,0,0,8,1
213,9.0,11,158,225,0
4,0.0,0,50,15,1
0,8.0,0,47,3,1
0,12.0,0,4,4,1
2,8.0,0,9,7,1
8,2.0,6,0,8,0
37,8.0,1,0,21,1
0,9.0,2,17,12,1
1,8.0,0,15,7,1
2,8.0,0,0,7,1
0,12.0,0,8,5,1
23,2.0,33,34,31,0
-1,2.0,2,293,185,1
2,2.0,0,0,4,1
2991,8.0,2330,6800,4323,0
0,2.0,0,40,0,1
10,8.0,0,0,22,1
116,4.0,4,2,0,0
0,8.0,40,329,0,1
8,2.0,0,252,19,1
24,2.0,0,42,38,0
2,8.0,0,1,2,0
8,8.0,0,0,3,1
19,2.0,0,0,0,0
2,2.0,4,5,4,1
0,8.0,0,10,5,1
411,11.0,252,780,937,0
0,10.0,0,2,3,1
0,12.0,0,2,1,1
90,8.0,0,0,0,0
31,8.0,0,0,18,0
18,9.0,0,0,11,0
158,8.0,0,3000,802,1
16,9.0,0,0,0,0
148,16.0,0,0,42,0
143,8.0,42,48,139,0
0,9.0,0,3,2,1
197,2.0,12,199,108,0
3,2.0,0,8,6,1
9,8.0,0,0,5,0
9,3.0,0,0,0,0
4,9.0,1,0,0,0
4,12.0,0,0,0,0
512,2.0,19,0,144,0
0,4.0,0,125,0,1
78,12.0,0,300,304,1
63,8.0,0,0,0,0
0,8.0,0,12,9,1
0,2.0,0,3,0,1
5,12.0,0,500,349,1
2,12.0,0,0,0,0
192,8.0,2,0,35,0
29,8.0,0,150,94,1
7,8.0,0,5,4,0
8,2.0,0,0,1,0
8,12.0,0,0,13,1
10026,2.0,656,0,520,0
1,0.0,1,21,30,1
3,12.0,0,0,0,0
7,2.0,0,22,20,1
5,8.0,0,51,49,1
0,12.0,0,10,8,1
4,12.0,0,27,36,1
0,8.0,0,123,34,1
3,16.0,0,58,37,1
4,9.0,0,0,0,0
4,8.0,0,0,2,0
0,12.0,0,3,2,1
1,9.0,0,8,1,1
4,8.0,0,0,0,0
0,12.0,0,2,1,1
11,2.0,0,0,0,0
142,9.0,0,0,5,0
-112,12.0,3,457,219,1
79,8.0,67,111,168,1
1222,14.0,397,2088,2087,0
15,12.0,0,9,4,0
1,12.0,0,0,0,0
2,8.0,0,0,0,0
164,9.0,502,1032,822,0
5,2.0,0,0,4,1
30,4.0,0,2992,0,1
9,2.0,0,0,2,0
40,2.0,8,20,33,0
38,8.0,0,0,20,1
0,2.0,0,1,0,1
4,2.0,0,0,2,0
8,9.0,0,0,1,0
0,8.0,0,2,6,1
5,8.0,0,22,17,1
2,9.0,0,0,0,1
9,8.0,0,0,0,0
19,8.0,0,0,3,0
-8,8.0,0,9,20,1
2,8.0,0,0,0,0
1,8.0,1,29,15,1
3,2.0,0,0,2,0
1579,8.0,0,0,1,0
9,2.0,0,0,1,0
8,8.0,0,26,27,0
10,4.0,0,0,0,0
1,8.0,0,15,13,1
10,8.0,0,0,0,0
-2999,9.0,0,5809,9,1
96,8.0,0,311,315,1
91,2.0,27,122,137,0
0,8.0,0,26,19,1
7,8.0,0,0,0,0
3,8.0,0,18,16,1
8,8.0,0,7,15,1
38,2.0,59,140,14,1
7,8.0,0,0,24,1
-216,12.0,1433,2986,2198,0
0,8.0,0,15,11,1
116,8.0,17,194,129,0
345,2.0,0,0,0,0
13,12.0,0,0,0,0
1,3.0,0,1,2,1
0,2.0,0,89,0,1
0,2.0,0,540,0,1
5,2.0,0,0,1,1
1,8.0,0,0,4,1
0,8.0,0,20,8,1
109,2.0,44,121,170,0
0,2.0,0,10,0,1
1,9.0,0,1,1,1
4,8.0,0,10,16,1
0,2.0,0,137,0,1
4,8.0,0,60,15,1
